2019-11-26,BE5613,335930.07
2019-11-26,YR3217,314350.82
2019-11-26,YR8837,302662.92
2019-11-26,BE1054,298883.97
2019-11-26,YR4098,296480.31
2019-11-26,YR6068,289872.31
2019-11-26,BE5092,289690.59
2019-11-26,YR8129,287059.78
2019-11-26,YR8558,285647.32
2019-11-26,YR5190,282785.23
2019-11-26,BE2494,281963.36
2019-11-26,BE4797,277251.03
2019-11-26,YR5698,273988.32
2019-11-26,YR6095,272658.47
2019-11-26,BE9667,268619.33
2019-11-26,BE9002,267454.67
2019-11-26,OJ5085,266951.4
2019-11-26,BE3466,265587.91
2019-11-26,GQ5324,264526.5
2019-11-26,XV5324,264526.5
2019-11-26,BE9628,262634.97
2019-11-26,BE3513,261110.99
2019-11-26,BE3684,259855.46
2019-11-26,OJ2536,256823.46
2019-11-26,XV1054,256186.26
2019-11-26,BE2612,250265.6
2019-11-26,BE9451,250141.71
2019-11-26,XV4868,247753.98
2019-11-26,OJ5865,247658.4
2019-11-26,BE2889,245260.05
2019-11-26,OJ9992,245024.64
2019-11-26,OJ8558,244840.56
2019-11-26,GQ8275,243198
2019-11-26,XV6314,241367.81
2019-11-26,YR2955,241084.62
2019-11-26,BE6167,240729.44
2019-11-26,XV3949,239452.68
2019-11-26,XV7687,239070.36
2019-11-26,GQ9387,238146.41
2019-11-26,YR6083,237660.85
2019-11-26,XV4797,237643.74
2019-11-26,OJ9732,237427.8
2019-11-26,BE5386,236215.35
2019-11-26,GQ9568,235771.08
2019-11-26,XV9568,235771.08
2019-11-26,OJ1343,233969.22
2019-11-26,GQ1780,233863.02
2019-11-26,XV1780,233863.02
2019-11-26,GQ6095,233707.26
2019-11-26,YR7220,233667.13
2019-11-26,YR4226,233349.13
2019-11-26,YR7896,232795.72
2019-11-26,OJ4468,231908.93
2019-11-26,GQ6177,227742.36
2019-11-26,XV6177,227742.36
2019-11-26,XV7397,227165.34
2019-11-26,OJ9269,223214.7
2019-11-26,YR4165,222644.17
2019-11-26,BE9225,222032.93
2019-11-26,OJ7306,221904.9
2019-11-26,BE6693,221520.81
2019-11-26,XV4304,221462.4
2019-11-26,BE3766,221248.23
2019-11-26,YR5986,221219.32
2019-11-26,GQ5488,220304.82
2019-11-26,XV5488,220304.82
2019-11-26,YR5005,217370.16
2019-11-26,OJ3183,215982.48
2019-11-26,OJ9922,215858.58
2019-11-26,GQ9784,215203.69
2019-11-26,XV9784,215203.69
2019-11-26,GQ8531,213479.7
2019-11-26,XV8531,213479.7
2019-11-26,GQ7785,212846.04
2019-11-26,XV7785,212846.04
2019-11-26,YR4591,212566.96
2019-11-26,XV2889,210222.9
2019-11-26,GQ4721,210035.27
2019-11-26,XV4721,210035.27
2019-11-26,GQ4211,209075.94
2019-11-26,XV4211,209075.94
2019-11-26,OJ7592,208605.12
2019-11-26,BE5249,208573.27
2019-11-26,YR1475,206896.48
2019-11-26,OJ2955,206643.96
2019-11-26,GQ8391,206307.66
2019-11-26,XV8391,206307.66
2019-11-26,GQ8870,202675.62
2019-11-26,XV8870,202675.62
2019-11-26,OJ4886,202229.58
2019-11-26,XV7837,199946.28
2019-11-26,GQ8207,199624.14
2019-11-26,GQ7896,199539.18
2019-11-26,XV6365,199302
2019-11-26,GQ1461,198052.38
2019-11-26,XV1461,198052.38
2019-11-26,OJ6529,194413.26
2019-11-26,OJ3977,194080.5
2019-11-26,GQ2163,193768.98
2019-11-26,XV2163,193768.98
2019-11-26,YR1845,190863.82
2019-11-26,XV6693,189874.98
2019-11-26,XV3766,189641.34
2019-11-26,XV4758,188742.19
2019-11-26,XV3375,186770.4
2019-11-26,GQ3360,186526.14
2019-11-26,XV3360,186526.14
2019-11-26,OJ5005,186317.28
2019-11-26,GQ3106,184851.72
2019-11-26,GQ3700,184826.94
2019-11-26,OJ9422,182610.9
2019-11-26,BE4691,181137.67
2019-11-26,GQ4201,180695.76
2019-11-26,YR1632,179159.4
2019-11-26,XV5249,178777.09
2019-11-26,YR1393,178560.55
2019-11-26,YR8834,176586.4
2019-11-26,GQ3170,176568.12
2019-11-26,YR8867,173108.95
2019-11-26,BE8164,171956.68
2019-11-26,YR2692,170829.19
2019-11-26,YR8473,170511.18
2019-11-26,YR4368,169420.87
2019-11-26,BE7495,169028.5
2019-11-26,YR5253,168301.63
2019-11-26,GQ7388,165413.58
2019-11-26,XV7388,165413.58
2019-11-26,OJ5020,165225.96
2019-11-26,BE1377,162024.03
2019-11-26,YR8737,159409.74
2019-11-26,BE2437,157757.74
2019-11-26,GQ5000,157299.9
2019-11-26,XV5000,157299.9
2019-11-26,OJ2470,156747.65
2019-11-26,XV3613,156510.48
2019-11-26,BE7565,153821.85
2019-11-26,YR8930,153751.64
2019-11-26,OJ1393,153051.9
2019-11-26,GQ7679,152361.6
2019-11-26,XV7679,152361.6
2019-11-26,OJ8445,151834.14
2019-11-26,BE4659,148609.79
2019-11-26,OJ1674,148524.25
2019-11-26,OJ8867,148379.1
2019-11-26,BE1512,148378.51
2019-11-26,OJ2461,147848.1
2019-11-26,GQ3587,146878.14
2019-11-26,YR6219,145223.2
2019-11-26,GQ4368,145217.89
2019-11-26,GQ1372,144102.78
2019-11-26,OJ2039,142615.97
2019-11-26,XV2437,135220.92
2019-11-26,OJ8079,133220.82
2019-11-26,GQ9524,127790.46
2019-11-26,OJ8807,113832.24
