2019-11-26,BE5613,330236.34
2019-11-26,YR3217,309022.84
2019-11-26,YR8837,297533.04
2019-11-26,BE1054,293818.14
2019-11-26,YR4098,291455.22
2019-11-26,YR6068,284959.22
2019-11-26,BE5092,284780.58
2019-11-26,YR8129,282194.36
2019-11-26,YR8558,280805.84
2019-11-26,YR5190,277992.26
2019-11-26,BE2494,277184.32
2019-11-26,BE4797,272551.86
2019-11-26,YR5698,269344.45
2019-11-26,YR6095,268037.14
2019-11-26,BE9667,264066.46
2019-11-26,BE9002,262921.54
2019-11-26,OJ5085,262426.8
2019-11-26,BE3466,261086.42
2019-11-26,GQ5324,260043
2019-11-26,XV5324,260043
2019-11-26,BE9628,258183.53
2019-11-26,BE3513,256685.38
2019-11-26,BE3684,255451.13
2019-11-26,OJ2536,252470.52
2019-11-26,XV1054,251844.12
2019-11-26,BE2612,246023.81
2019-11-26,BE9451,245902.02
2019-11-26,XV4868,243554.76
2019-11-26,OJ5865,243460.8
2019-11-26,BE2889,241103.1
2019-11-26,OJ9992,240871.68
2019-11-26,OJ8558,240690.72
2019-11-26,GQ8275,239076
2019-11-26,XV6314,237276.83
2019-11-26,YR2955,236998.44
2019-11-26,BE6167,236649.28
2019-11-26,XV3949,235394.16
2019-11-26,XV7687,235018.32
2019-11-26,GQ9387,234110.03
2019-11-26,YR6083,233632.7
2019-11-26,XV4797,233615.88
2019-11-26,OJ9732,233403.6
2019-11-26,BE5386,232211.7
2019-11-26,GQ9568,231774.96
2019-11-26,XV9568,231774.96
2019-11-26,OJ1343,230003.64
2019-11-26,GQ1780,229899.24
2019-11-26,XV1780,229899.24
2019-11-26,GQ6095,229746.12
2019-11-26,YR7220,229706.67
2019-11-26,YR4226,229394.06
2019-11-26,YR7896,228850.03
2019-11-26,OJ4468,227978.27
2019-11-26,GQ6177,223882.32
2019-11-26,XV6177,223882.32
2019-11-26,XV7397,223315.08
2019-11-26,OJ9269,219431.4
2019-11-26,YR4165,218870.54
2019-11-26,BE9225,218269.66
2019-11-26,OJ7306,218143.8
2019-11-26,BE6693,217766.22
2019-11-26,XV4304,217708.8
2019-11-26,BE3766,217498.26
2019-11-26,YR5986,217469.84
2019-11-26,GQ5488,216570.84
2019-11-26,XV5488,216570.84
2019-11-26,YR5005,213685.92
2019-11-26,OJ3183,212321.76
2019-11-26,OJ9922,212199.96
2019-11-26,GQ9784,211556.17
2019-11-26,XV9784,211556.17
2019-11-26,GQ8531,209861.4
2019-11-26,XV8531,209861.4
2019-11-26,GQ7785,209238.48
2019-11-26,XV7785,209238.48
2019-11-26,YR4591,208964.13
2019-11-26,XV2889,206659.8
2019-11-26,GQ4721,206475.35
2019-11-26,XV4721,206475.35
2019-11-26,GQ4211,205532.28
2019-11-26,XV4211,205532.28
2019-11-26,OJ7592,205069.44
2019-11-26,BE5249,205038.13
2019-11-26,YR1475,203389.76
2019-11-26,OJ2955,203141.52
2019-11-26,GQ8391,202810.92
2019-11-26,XV8391,202810.92
2019-11-26,GQ8870,199240.44
2019-11-26,XV8870,199240.44
2019-11-26,OJ4886,198801.96
2019-11-26,XV7837,196557.36
2019-11-26,GQ8207,196240.68
2019-11-26,GQ7896,196157.16
2019-11-26,XV6365,195924
2019-11-26,GQ1461,194695.56
2019-11-26,XV1461,194695.56
2019-11-26,OJ6529,191118.12
2019-11-26,OJ3977,190791
2019-11-26,GQ2163,190484.76
2019-11-26,XV2163,190484.76
2019-11-26,YR1845,187628.84
2019-11-26,XV6693,186656.76
2019-11-26,XV3766,186427.08
2019-11-26,XV4758,185543.17
2019-11-26,XV3375,183604.8
2019-11-26,GQ3360,183364.68
2019-11-26,XV3360,183364.68
2019-11-26,OJ5005,183159.36
2019-11-26,GQ3106,181718.64
2019-11-26,GQ3700,181694.28
2019-11-26,OJ9422,179515.8
2019-11-26,BE4691,178067.54
2019-11-26,GQ4201,177633.12
2019-11-26,YR1632,176122.8
2019-11-26,XV5249,175746.97
2019-11-26,YR1393,175534.1
2019-11-26,YR8834,173593.41
2019-11-26,GQ3170,173575.44
2019-11-26,YR8867,170174.9
2019-11-26,BE8164,169042.16
2019-11-26,YR2692,167933.78
2019-11-26,YR8473,167621.16
2019-11-26,YR4368,166549.33
2019-11-26,BE7495,166163.61
2019-11-26,YR5253,165449.06
2019-11-26,GQ7388,162609.96
2019-11-26,XV7388,162609.96
2019-11-26,OJ5020,162425.52
2019-11-26,BE1377,159277.86
2019-11-26,YR8737,156707.88
2019-11-26,BE2437,155083.88
2019-11-26,GQ5000,154633.8
2019-11-26,XV5000,154633.8
2019-11-26,OJ2470,154090.91
2019-11-26,XV3613,153857.76
2019-11-26,BE7565,151214.7
2019-11-26,YR8930,151145.68
2019-11-26,OJ1393,150457.8
2019-11-26,GQ7679,149779.2
2019-11-26,XV7679,149779.2
2019-11-26,OJ8445,149260.68
2019-11-26,BE4659,146090.98
2019-11-26,OJ1674,146006.89
2019-11-26,OJ8867,145864.2
2019-11-26,BE1512,145863.62
2019-11-26,OJ2461,145342.2
2019-11-26,GQ3587,144388.68
2019-11-26,YR6219,142761.79
2019-11-26,GQ4368,142756.57
2019-11-26,GQ1372,141660.36
2019-11-26,OJ2039,140198.75
2019-11-26,XV2437,132929.04
2019-11-26,OJ8079,130962.84
2019-11-26,GQ9524,125624.52
2019-11-26,OJ8807,111902.88
