2019-11-26,BE5613,341623.8
2019-11-26,YR3217,319678.8
2019-11-26,YR8837,307792.81
2019-11-26,BE1054,303949.8
2019-11-26,YR4098,301505.4
2019-11-26,YR6068,294785.4
2019-11-26,BE5092,294600.6
2019-11-26,YR8129,291925.2
2019-11-26,YR8558,290488.8
2019-11-26,YR5190,287578.2
2019-11-26,BE2494,286742.4
2019-11-26,BE4797,281950.2
2019-11-26,YR5698,278632.19
2019-11-26,YR6095,277279.8
2019-11-26,BE9667,273172.2
2019-11-26,BE9002,271987.8
2019-11-26,OJ5085,271476
2019-11-26,BE3466,270089.4
2019-11-26,GQ5324,269010
2019-11-26,XV5324,269010
2019-11-26,BE9628,267086.41
2019-11-26,BE3513,265536.6
2019-11-26,BE3684,264259.79
2019-11-26,OJ2536,261176.4
2019-11-26,XV1054,260528.4
2019-11-26,BE2612,254507.39
2019-11-26,BE9451,254381.4
2019-11-26,XV4868,251953.2
2019-11-26,OJ5865,251856
2019-11-26,BE2889,249417
2019-11-26,OJ9992,249177.6
2019-11-26,OJ8558,248990.4
2019-11-26,GQ8275,247320
2019-11-26,XV6314,245458.79
2019-11-26,YR2955,245170.8
2019-11-26,BE6167,244809.6
2019-11-26,XV3949,243511.2
2019-11-26,XV7687,243122.4
2019-11-26,GQ9387,242182.79
2019-11-26,YR6083,241689
2019-11-26,XV4797,241671.6
2019-11-26,OJ9732,241452
2019-11-26,BE5386,240219
2019-11-26,GQ9568,239767.2
2019-11-26,XV9568,239767.2
2019-11-26,OJ1343,237934.8
2019-11-26,GQ1780,237826.8
2019-11-26,XV1780,237826.8
2019-11-26,GQ6095,237668.4
2019-11-26,YR7220,237627.59
2019-11-26,YR4226,237304.2
2019-11-26,YR7896,236741.41
2019-11-26,OJ4468,235839.59
2019-11-26,GQ6177,231602.4
2019-11-26,XV6177,231602.4
2019-11-26,XV7397,231015.6
2019-11-26,OJ9269,226998
2019-11-26,YR4165,226417.8
2019-11-26,BE9225,225796.2
2019-11-26,OJ7306,225666
2019-11-26,BE6693,225275.4
2019-11-26,XV4304,225216
2019-11-26,BE3766,224998.2
2019-11-26,YR5986,224968.8
2019-11-26,GQ5488,224038.8
2019-11-26,XV5488,224038.8
2019-11-26,YR5005,221054.4
2019-11-26,OJ3183,219643.2
2019-11-26,OJ9922,219517.2
2019-11-26,GQ9784,218851.21
2019-11-26,XV9784,218851.21
2019-11-26,GQ8531,217098
2019-11-26,XV8531,217098
2019-11-26,GQ7785,216453.6
2019-11-26,XV7785,216453.6
2019-11-26,YR4591,216169.79
2019-11-26,XV2889,213786
2019-11-26,GQ4721,213595.19
2019-11-26,XV4721,213595.19
2019-11-26,GQ4211,212619.6
2019-11-26,XV4211,212619.6
2019-11-26,OJ7592,212140.8
2019-11-26,BE5249,212108.41
2019-11-26,YR1475,210403.2
2019-11-26,OJ2955,210146.4
2019-11-26,GQ8391,209804.4
2019-11-26,XV8391,209804.4
2019-11-26,GQ8870,206110.8
2019-11-26,XV8870,206110.8
2019-11-26,OJ4886,205657.2
2019-11-26,XV7837,203335.2
2019-11-26,GQ8207,203007.6
2019-11-26,GQ7896,202921.2
2019-11-26,XV6365,202680
2019-11-26,GQ1461,201409.2
2019-11-26,XV1461,201409.2
2019-11-26,OJ6529,197708.4
2019-11-26,OJ3977,197370
2019-11-26,GQ2163,197053.2
2019-11-26,XV2163,197053.2
2019-11-26,YR1845,194098.8
2019-11-26,XV6693,193093.2
2019-11-26,XV3766,192855.6
2019-11-26,XV4758,191941.21
2019-11-26,XV3375,189936
2019-11-26,GQ3360,189687.59
2019-11-26,XV3360,189687.59
2019-11-26,OJ5005,189475.2
2019-11-26,GQ3106,187984.8
2019-11-26,GQ3700,187959.6
2019-11-26,OJ9422,185706
2019-11-26,BE4691,184207.8
2019-11-26,GQ4201,183758.4
2019-11-26,YR1632,182196
2019-11-26,XV5249,181807.21
2019-11-26,YR1393,181587
2019-11-26,YR8834,179579.39
2019-11-26,GQ3170,179560.8
2019-11-26,YR8867,176043
2019-11-26,BE8164,174871.2
2019-11-26,YR2692,173724.6
2019-11-26,YR8473,173401.2
2019-11-26,YR4368,172292.41
2019-11-26,BE7495,171893.39
2019-11-26,YR5253,171154.2
2019-11-26,GQ7388,168217.2
2019-11-26,XV7388,168217.2
2019-11-26,OJ5020,168026.4
2019-11-26,BE1377,164770.2
2019-11-26,YR8737,162111.6
2019-11-26,BE2437,160431.6
2019-11-26,GQ5000,159966
2019-11-26,XV5000,159966
2019-11-26,OJ2470,159404.39
2019-11-26,XV3613,159163.2
2019-11-26,BE7565,156429
2019-11-26,YR8930,156357.6
2019-11-26,OJ1393,155646
2019-11-26,GQ7679,154944
2019-11-26,XV7679,154944
2019-11-26,OJ8445,154407.6
2019-11-26,BE4659,151128.6
2019-11-26,OJ1674,151041.61
2019-11-26,OJ8867,150894
2019-11-26,BE1512,150893.4
2019-11-26,OJ2461,150354
2019-11-26,GQ3587,149367.6
2019-11-26,YR6219,147684.61
2019-11-26,GQ4368,147679.21
2019-11-26,GQ1372,146545.2
2019-11-26,OJ2039,145033.19
2019-11-26,XV2437,137512.8
2019-11-26,OJ8079,135478.8
2019-11-26,GQ9524,129956.4
2019-11-26,OJ8807,115761.6
